code	no_of_companies	shareholder_Name	shareholder_Country
EC0992783265001	0	Mr Alejandro Molina Leon Milton, Mr Her Molina Leon Edison, Mr Ivan Ricardo Molina Leon, Mr Ricardo Molina Molina Froilan	EC, EC, EC, EC
EC20720	0		
EC53505	0		
EC1792040825001	537	Cisco Systems Inc	US
EC1792090121001	0		
EC1791710576001	0		
EC0992854812001	0		
EC0992543671001	0	Mr Miguel Angel Jara Iturralde, Mrs Ana Belen Jara Iturralde	EC, EC
EC1792357446001	2	Mr Jose Aristides Intriago Quiroz, Mr Marcos Aristides Intriago Cuenca	EC, EC
EC1792094593001	2	Integra2, Llc, Todo1 Services Inc	US, US
EC1792011523001	2	Mr Bruno Esteban Ullauri Paredes, Mr Jose Antonio Andrade Paredes	EC, EC
EC1792241936001	0		
EC1791886712001	116	Temenos Group Ag	CH
EC1791252322001	302	Gc Impsat Holdings I Limited, Gc Impsat Holdings Ii Limited, Level 3 Communications, Inc.	GB, GB, US
EC2090004274001	0	Mr Gabriele Silberstein, Mr Kurt Silberstein Werner	DE, DE
EC0990018707001	5	Avtschar Ag, Chasquis Holding Ag, Fideicomiso Cef, Mamema Ag, Mrs Regula De Von Tscharner, Quito Holding Ag	CH, CH, EC, CH, CH, CH
EC30129LE	0		
EC1792394805001	0		
EC0992448334001	0		
EC0990917302001	4	Ecoventura S.A., Opergal S.A.	EC, EC
EC0990011524001	2	Mr Daniel Lebed Svigilsky, Mr Rene Lebed Svigilsky, Mrs Myriam Lebed Svigilsky, Ospa Muller Lily	EC, EC, EC, EC
EC1792256674001	0		
EC0990023220001	271	Coats South America Holdings B.V., Valera Nabanete Gilmar	NL, BR
EC1791831470001	0		
EC54340	0		
EC0990981930001	0	Franciscojavierde La Rosamaura, Inmoalta Inmobiliaria Altavista Sociedad Anonima Civil, Marivisol S.A, Mr Aldo Maluk Salem Omar, Mr Angel Benigno Bravo Ordonez, Mr Carlos Luis Quinones Velasquez, Mr Eduardo Alejandro Ceballos Santos, Mr Eduardo Hugo Salcedo Gonzaga, Mr Francisco Alberto Falcon Perez, Mr Fuad Alberto Dassum Armendariz, Mr Harry Bernardo Shephard Blanco, Mr Her Francisco Illingworth Vernaza, Mr Ignacio Villacis Crespo Diogenes, Mr Jacinto Alcides Posligua Galarza, Mr Joaquin David Aviles Zuniga, Mr Jorge Eduardo Encalada Mora, Mr Jose Manuel Honores Plaza, Mr Jose Miguel Aguilar Mora, Mr Luis Alberto Chiriboga Parra, Mr Luis Felipe Vayas Monroy, Mr Luis Rafael Caputi Campodonico, Mr Magaly Del Rocio Merchan, Mr Mariano Ortega Cabeza De Vaca, Mr Oswaldo Monroy Palau Abdon, Mr Rafael Antonio Pino Rubira, Mr Raul Alejandro Arosemena Barahona, Mr Tomas Eduardo Zurita Guerrero, Mr Walter Beckmann Farfan Jack, Mrs Aracely Morales Yagual Rosario, Mrs Flor Freire Herdez Bella, Mrs Cy Elizabeth Real Campodonico, Mrs Nora Estelia Chavez Mieles, Mrs Rosalia Lopez Sarmiento, Mrs Ruth Ulloa Cedeno, Mrs Sonia Patricia Vera Chalen, Noboa Azin Johnsebastian Maximiliam, Tamanapolis S.A	EC
EC1791414101001	2	Mr Humberto Benavides Montenegro Fabian, Mr Manuel Ferdo Betancourt Revelo, Mrs Cristina Lorena Benavides Montenegro	EC, EC, EC
EC1791836952001	249	Icap Plc	GB
EC0992757264001	0		
EC1791334027001	0	Mr Marcelo Antonio Calvopina Herrera, Mrs Ana Lucia Arico Espin	EC, EC
EC0990841993001	0		
EC0991352333001	2	Agencia Del Pacifico Delpac S.A., Mrs Fanny Elena Mancilla Henriquez	EC, EC
EC0992662743001	2	Mr Pablo Adolfo Alvarez Mora, Mrs Angelica Roxanna Alvarez Loor	EC, EC
EC0992408421001	2	Gonzalez Mora Piedad De Jesus, Mr Alberto Eduardo Galarza Naranjo, Mr Christian Omar Galarza Gonzalez, Mr Gary Gabriel Galarza Gonzalez, Mr Hugo Alberto Galarza Gonzalez, Mr Jimmy Eduardo Galarza Gonzalez	EC, EC, EC, EC, EC, EC
EC0991344829001	0		
EC0992354119001	0		
EC1791786181001	0		
EC1792269644001	0	Guerrero Carbo Klever Estuardo, Mr Edwin Fabian Guallichico Escobar, Mr Vinicio Pinto Espinosa	EC, EC, EC
EC0992113502001	0		
EC0992646764001	0	Mr Arie Shalev Abramowicz, Mr Roberto Posas Pineda	UY, HN
EC1791730216001	2	Mr Xavier Egues Ponce, Mrs Laura Maria Egues Rios	EC, EC
EC1791752732001	0		
EC1792512409001	0		
EC0992854790001	0		
EC0990364451001	18	Del Monte Fresh Produce International Inc., Del Monte Fresh Produce N.A., Inc.	LR, US
EC0991415548001	2	Mr Ricardo Joaquin Kling, Richcoast Corp	CA, PA
EC1792228697001	0		
EC0992759682001	0		
EC1791334477001	1016	Deutsche Post Ag	DE
EC1792231167001	2	Mr Francisco Campoverde Vargas Darwin, Mr Taco Roberto Carlos Montenegro	EC, EC
EC0992557168001	2	Mr Alfredo Armando Salazar Villegas, Mr Luis Ferdo Rivadeneira Salazar	EC, EC
EC0992383429001	0	Mr Tomas Augusto Rivas Agurto, Mr Victor Hugo Garcia Martinez	EC, EC
EC1191717011001	0		
EC0992826444001	0		
EC1790820777001	0		
EC0991458050001	0		
EC0992789204001	0		
EC20733	0		
EC0992382929001	2	Fideicomiso Garantia Fargentrust, Mr Guillermo Fabio Guevara Naranjo	EC, EC
EC0991495614001	2	Mr Jose Juan Collado Acevedo, Mr Juan Antonio Zuniga Briones, Mr Juan Antonio Zuniga Fajardo, Mrs Erika Alexandra Zuniga Fajardo	EC, EC, EC, EC
EC1791930320001	0		
EC0991268499001	2	Disenos Y Proyectos S.A. Condesign, Mr Gianni Adriano Garibaldi Uraga, Mr Jose Gabriel Martinez Castro, Mrs Adriana Gisella Garibaldi Carvajal, Mrs Maria Soledad Uraga Wagner	EC, EC, EC, EC, EC
EC0991364277001	0	Blasti S.A.	EC
EC0992696087001	0		
EC0991076395001	0		
EC1792171946001	2	Mr Jaime Francisco Droira Gonzalez, Mr Jaime Tarcisio Droira Canelos, Mrs Gladys Raquel Landeta Pozo	EC, EC, EC
EC1790842436001	0		
EC0992355581001	0	Mr Nicolas Robalino Amado Andres, Mrs Nicole Margoth Robalino Amado	EC, EC
EC1791816471001	0	Mr Julio Modesto Campoverde Vidal, Romero Vargas Carmita Esterfilia	EC, EC
EC0992717432001	0		
EC1792113415001	2	Mr Guillermo Orbea Orbea Galo, Mrs Maria Jose Orbea Arias	EC, EC
EC1791242327001	0		
EC0992537388001	0		
EC1791314085001	0	Mr Diego Madri Guayasamin, Mr Eduardo Madri Romo Leroux Manuel, Mr Luis Alberto Alvarez Muina, Mrs Maria Eulalia Monteverde Paz	EC, EC, CU, EC
EC0591725033001	0		
EC0992505338001	0		
EC0992123052001	0		
EC0992156651001	0	Mr Christiam Fabricio Gonzalez Tobar, Mr Rafael Alocen Oliva Mariano, Mr Rafael Enrique Alocen Tobar, Mrs Elza Graciela Tobar Hidalgo, Mrs Vanessa Cristina Alocen Tobar	EC, ES, EC, EC, EC
EC0992488565001	0		
EC0992651792001	0		
EC0691711358001	0		
EC0991453369001	2	Mr Carlos Nicanor Mendez Sicha, Mr Flavio Agustin Mendez Sicha, Mr Segundo Cecilio Mendez Yunda, Mrs Carmen Marlene Herrera Veintimilla, Mrs Maria Emperatriz Mendez Sicha, Mrs Mercedes Salome Mendez Sicha	EC, EC, EC, EC, EC, EC
EC0992186518001	0	Mr Freddy Jarrin Gonzaga Haldo, Mrs Yuliana Maria Auad Saab De Jarrin	EC, EC
EC0992653647001	0		
EC0991295186001	0		
EC54341	0		
EC0992654007001	0		
EC0992741597001	0		
EC1792142520001	2	Mr Cristhian Danilo Zarate Mora, Mr Patricio Zarate Mora Byron, Mr Segundo Jose Miguel Zarate Bolanos	EC, EC, EC
EC0992537345001	0		
EC0991374752001	0		
EC0992709464001	0	Mr Juan Carlos Mesa Gonzalez, Mrs Angela Maria Mesa Gonzalez, Mrs Magda Lucia Gonzalez Rodriguez	EC, CO, CO
EC0992662794001	0		
EC0992852178001	0		
EC1391746377001	2	Mr Cristhian Fabian Donoso Bejarano, Mr Mario Gualberto Donoso Barriga, Mrs Maria Jose Donoso Bejarano	EC, EC, EC
EC1391791070001	0	Mr Jose Antonio Martinez Murillo, Mr Juan Javier Perez Gavilanes	ES, EC
EC0992664258001	0		
EC0991288945001	0		
EC1791898044001	0		
EC0992690674001	0		
EC1291710650001	2	Mr Anibal Fon Fay Vasquez Walter, Mr Antonio Fon Fay Vasquez Yen King, Mr Norma Del Rocio Fon Fay Vasquez, Mrs Aminta Fon Fay Vasquez Joba, Mrs Flor Marina Fon Fay Vasquez, Mrs Norma Vasquez Rodriguez	EC, EC, EC, EC, EC, EC
EC0991356193001	137	Dole Food Company, Inc.	US
EC0992537124001	0		
EC1091740342001	0		
EC1790173984001	0		
EC1791715780001	0	Mr Francisco Stalin Garces Reyes, Mr Heriberto Rojas Herdez, Mrs Gladys Eulalia Magdalena Cortes Cortez	EC, EC, EC
EC0992252146001	0		
EC0992651776001	0		
EC0992488964001	2	Morristown Group Llc, Mr Johnson Timothy Banks, Mr Peter Gustave Johnson	US, US, US
EC1792096332001	0		
EC1792403367001	0		
EC0992645504001	0		
EC1791902947001	0		
EC1792296404001	0		
EC0992616431001	0		
EC0992426829001	2	Mr Alfredo Palacios Echeverria Lester, Mr Vera Washington Iturralde	EC, EC
EC1792202728001	0		
EC0992139269001	2	Mr Alex Giovanny Bustamante Rivera, Mrs Jaime Maria Elena Mendoza	EC, EC
EC0990369445001	104	Ultramar Network	CL
EC1792031222001	0		
EC0992824743001	0		
EC0990529477001	2	Mr Carlos Roberto Morales Navas, Mrs Elvia Maria Guevara, Mrs Lorena Guevara Guevara Lucciana, Mrs Mercedes Angelica Navas Saenz, Mrs Roxana Sabina Guevara Guevara	EC, EC, EC, EC, EC
EC53533	0		
EC1792024951001	0	Mr Mauricio Xavier Reyes Toscano, Mrs Adriana Elizabeth Reyes Toscano, Mrs Veronica Del Carmen Reyes Toscano, Mrs Ximena Catalina Reyes Toscano, Toscano Ortega Gloria Argentina De Los Dolores	EC, EC, EC, EC, EC
EC1792042895001	0		
EC1790014444001	0		
EC1790608840001	0		
EC17556	0		
EC0992439297001	0		
EC1791977300001	2	Mr Ferdo Velasco Calvopina Wilson, Mrs Elizabeth Filomena Pilpe Rodas	EC, EC
EC1792398789001	0		
EC0992325143001	0		
EC0791702496001	0		
EC0992623411001	0		
EC1792127750001	0		
EC1790438163001	0	Mr Eduardo Toala Leon Fabian, Mr Leonardo Castro Naranjo, Mrs Cristina Castro Ayala Paola	EC, EC, EC
EC1792076749001	0		
EC1791894731001	0		
EC1791739116001	0		
EC1091716824001	0		
EC2090004568001	0		
EC1791875834001	404	Adeccoiberia S.A., Mr Antonio Oliver Lorente Blas	EC, ES
EC1791769708001	0		
EC0992537361001	0		
EC0992259221001	0		
EC1791825292001	0		
EC1792184134001	663	Stanley Black & Decker, Inc.	US
EC1790332659001	0	Mr Abraham Zoldan Pasternak, Mr Elias Zoldan Fogel, Mr Isaac Zoldan Pasternak, Mr Moises Jacobo Zoldan Pasternak	EC, EC, EC, EC
EC0991457356001	3	Almacenadora Centroamericana S.A. De C.V., Andigrain S.A., Andinave Sa	SV, EC, EC
EC1792174465001	0		
EC1792505178001	0		
EC1791230272001	683	Brightstar International Corp, Brightstar Venture Llc, Fideicomiso Mercantil En Garantia Brightstar Motorola S.A.	US, EC
EC0992662727001	0		
EC0992852216001	0		
EC0791717345001	0		
EC1792235952001	9	Latam Autos Limited	AU
EC1792052580001	0		
EC0992455454001	0		
EC1792265134001	0		
EC0992441534001	0		
EC1791435354001	0		
EC1790040968001	0	Danec Enterprises Llc, Danec Group Llc, Danec Holdings Llc, Danec Investments Llc, Danec Ventures Llc, Disanco Enterprises Llc, Disanco Group Llc, Disanco Holdings Llc, Disanco Investments Llc, Disanco Ventures Llc	US, US, US, US, US, US, US, US, US, US
EC1090051721001	0		
EC0991375430001	0		
EC1791265483001	0		
EC1791942760001	2	Mr Fausto Ferdo Acurio Acurio, Mr Julio Cesar Acosta Ponce, Mrs Elizabeth Virginia Acurio Acurio	EC, EC, EC
EC0991463275001	0		
EC1792257042001	0		
EC1791431960001	0		
EC1791918142001	0		
EC0992614838001	0		
EC1790646882001	0		
EC1790151506001	0	Fondo Colectivo De Inversion Fondo Pais Ecuador, Mr Alfredo Baccichetto De Biasi, Mr Carlos Alberto Alvarez Jaramillo, Mr Cesar Eduardo Alvarez Palacio, Mr Francisco Javier Baca Bonilla, Mr Francisco Xavier Alvarez Palacio, Mr Jorge Esteban Alvarez Palacio, Mr Jose Luis Alvarez Palacio, Mr Juan Andres Alvarez Jaramillo, Mr Pablo Esteban Alvarez Jaramillo, Mrs Marjorie Eliana Alvarez Palacio, Mrs Marjorie Elizabeth Palacio Queirolo, Mrs Soledad Gisela Jaramillo Subia	EC, IT, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC, EC
EC1792291593001	0		
EC1791861299001	0		
EC1792349087001	0		
EC0992537663001	0		
EC0991275703001	0		
EC0990158916001	0		
EC0992809620001	0		
EC2290316491001	0		
EC0992537132001	0		
EC0491502916001	0		
EC1792349524001	0		
EC1791812255001	0		
EC1791843649001	0		
EC0992306564001	0		
EC1792479339001	0		
EC0992478721001	2	Bolaãœãžãœã“O Cedeãœãžãœã“O Kelvi Alanades, Mr Jairo Roberth Penafiel Mosquera, Mrs Jessica Fabricia Penafiel Mosquera	EC, EC, EC
EC1790484793001	0	Mr Jose Maria Bustamante Zaldumbide, Mr Jose Rafael Bustamante Espinosa, Mr Juan Carlos Bustamante Calisto, Mr Roque Bernardo Bustamante Espinosa	EC, EC, EC, EC
EC0992287500001	0		
EC1792194849001	0		
EC1790457303001	0		
EC0190349551001	0	Mr Diego Andres Lopez Moreno, Mr Felipe Alejandro Lopez Moreno, Mr Marco Abdon Lopez Guillen, Mr Marco Nicolas Lopez Moreno	EC, EC, EC, EC
EC1790992748001	0		
EC20731	0		
EC1790883930001	0		
EC0992537612001	0		
EC1191736008001	2	Mr Carlos Rodrigo Herrera Salcedo, Mrs Gloria Isabel Abendano Salcedo	EC, EC
EC1792133270001	0		
EC1792339375001	0		
EC20755	0		
EC0992204206001	2	Commercit S.A., Tradecal S.A	VE, VE
EC1792270693001	0		
EC0990778221001	2	Mr Cesar Coronel Ortega, Mr Coronel Jones Cesar Irwin	EC, EC
EC20768	0		
EC1792254256001	0		
EC0990137331001	0	Ankari S.A., Farimar S.A., Nimaro Sa, Peal S.A, Rideyca S.A.	EC, EC, EC, EC, EC
EC1791115732001	0		
EC0992663650001	0		
EC0992600888001	0		
EC0990780773001	0		
EC2191723131001	0		
EC1792308585001	0		
EC1792098971001	0		
EC1790457567001	0		
EC1791167074001	0		
EC0992363657001	2	Mr Daniel Andres Cabrera Nuques, Mrs Beatriz Maria Cabrera Peralta	EC, EC
EC0992386622001	0		
EC1792061512001	0		
EC0990108196001	0		
EC0991457135001	0		
EC1792326206001	0		
EC1792113091001	0		
EC1792349788001	0		
EC0991400109001	0		
EC1791142136001	0		
EC0992589078001	0		
EC1792211735001	0	Mr Christian Roberto Walther Serrano, Mr Rodolfo Carlos Walther Serrano, Mrs Alicia Guadalupe Serrano Luzetti, Mrs Eva Andrea Walther Serrano, Mrs Maria Gabriela Walther Serrano	EC, EC, EC, EC, EC
EC1790967999001	0		
EC0992595817001	0		
EC1791350022001	0		
EC0992275421001	0		
EC1792244323001	0		
EC1791920686001	0		
EC0992584971001	0		
EC1791938046001	0		
EC1791282833001	0		
EC0992760796001	2	Edis Rastoder, Izet Rastoder	SI, SI
EC1791303962001	0		
EC1792448395001	0		
EC0992742445001	3	Mr Eddy Reinaldo Vera Castro, Mr William Jacinto Vera Castro	EC, EC
EC0190327426001	0	Mr Eduardo Gonzalez Espinoza Fabian, Mr Jorge Antonio Cisneros Toledo	EC, EC
EC1790051765001	2	Contag Alzuro Martin, Mr Daniel Eduardo Gomez Freile, Mr Nelson Freile Darquea, Mr Ramadan Cristian Munir Freile, Mr Richard Harris Gregory, Mr Sebastian Andres Gomez Freile, Mrs Andrea Freile Contag Paola, Mrs Luisa Mariella Freile Contag	EC, EC, EC, EC, GB, EC, EC, EC
EC1191749371001	0		
EC0991327258001	3	Blueholding S.A., Mr Luis Ferdo Trujillo Seminario	EC, EC
EC1891744427001	0		
EC0190334503001	2	Mr Leonardo Ismael Rodriguez Diaz, Mr Luis David Rodriguez Diaz, Mrs Carolina Isabel Rodriguez Diaz, Mrs Maria Piedad Diaz	EC, EC, EC, EC
EC0691716570001	0		
EC1792246466001	0		
EC0992157755001	0	Mr Carlos Humberto Figueroa Torres, Mrs Yolanda Janeth Aguiar Gonzalez	EC, EC
EC0992525142001	0		
EC1391775946001	0		
EC1791319877001	0	Mrs Andrea Anette Ammeter Morante, Mrs Roxana Gertrud Ammeter Morante	CH, PE
EC0992434996001	0		
EC2290320405001	0		
EC54543	0		
EC0791714648001	0		
EC0992657162001	0		
EC0591705555001	2	Mr Mario Guillermo Rios Dominguez, Salazar Quingatuãœãžãœã“A Nelly Cumanda	EC, EC
EC1790315576001	0		
EC1790065170001	0		
EC1792291410001	0		
EC0992339012001	0		
EC0992809442001	0		
EC0992107979001	0		
EC1792034396001	0		
EC0992664126001	0		
EC1890142474001	0		
EC0590059064001	0		
EC0992478764001	0		
EC0992189665001	0		
EC0992463651001	0		
EC2390007720001	0		
EC0992192062001	2	Mr Carlos Ramon Ballerino Moeller, Mr Diego Toro Bejarano, Mrs Ilse Maria Moeller Esterilla	EC, CO, EC
EC1792390850001	0		
EC1791432037001	0	Mr Jose Rafael Bustamante Espinosa, Mr Juan Carlos Bustamante Calisto, Mr Roque Bernardo Bustamante Espinosa, Mrs Maria Clara Bustamante Zaldumbide	EC, EC, EC, EC
EC1792288142001	0		
EC0992845023001	0		
EC1792484782001	0		
EC1791045661001	0		
EC0990628475001	0		
EC1790347737001	0		
EC0992287497001	0		
EC0992477369001	0		
EC0991258310001	0		
EC1790666565001	424	Sgs S.A.	CH
EC0190167674001	0		
EC0992105305001	0		
EC0992577088001	0		
EC1790163067001	0		
EC0992484314001	5	Holding Bostonian Holdboston S.A., Nimbus Holding S.A.	EC, EC
EC1790007863001	766	Pacific Services & Development Corp, Xerox Corp	US, US
EC0992245522001	0		
EC1891753663001	0		
EC1792463963001	0		
EC0992459530001	0		
EC0991282092001	0		
EC1791900618001	0		
EC1790811905001	0	Herederos Hidalgo Gonzalez Julio Gonzalo, Mr Juan Francisco Hidalgo Barahona, Mr Julio Gonzalo Hidalgo Barahona, Mr Sebastian Hidalgo Barahona Ferdo, Mrs Elvira Hidalgo Barahona Olvia	EC, EC, EC, EC, EC
EC1792422728001	5060	Joint Stock Company Sevmorgeo	RU
EC1191744574001	0		
EC0992737786001	0		
EC0992652764001	0		
EC1791842669001	0		
EC1791414950001	0		
EC1791771346001	0		
EC1791288661001	0		
EC1791315278001	220	Wartsila Oyj, Wãœãžãœâ£Rtsilãœãžãœâ£ Technology Oy Ab	FI, FI
EC1792208270001	2	Grupo Crb Corp.	PA
EC1791938038001	0		
EC1792212669001	0		
EC0190378497001	0		
EC0992142693001	0		
EC0190339165001	0		
EC0190348563001	2	Mr Armando Cullacay Lopez Romel, Mr Juan Gerardo Mendez Munoz, Mr Pablo Isaias Mendez Vivar, Mr Rosendo Maria Mendez Munoz	EC, EC, EC, EC
EC0992353260001	0		
EC0992523999001	0		
EC1791329619001	504	Accenture Plc	IE
EC1792418607001	0		
EC0992556803001	0		
EC0190370585001	7	Constructora San Jorge S.A., Royal Blue Bristol Sociedad Anonima	EC, CR
EC1791274946001	1139	Electro Porcelaine, Schneider Electric Industries Sas	FR, FR
EC1791768248001	0		
EC1791795288001	0		
EC1792251540001	0		
EC0992480564001	0		
EC1792143543001	0		
EC0790079493001	0		
EC0992791179001	0		
EC1792471877001	0		
EC1291748690001	0		
EC0992628243001	0		
EC1792135737001	0		
EC0992589590001	0		
EC1791281322001	0		
EC1792055415001	0		
EC0992623233001	2	Grecloin S.A., Mr Jose Malo Cordero Bernardo, Mrs Carolina Brigitte Torres Moreno	EC, EC, EC
EC1792467195001	0		
EC1792077915001	0		
EC1391775083001	0		
EC0591711784001	0		
EC1792368383001	0		
EC1792378710001	0		
EC1792272343001	0		
EC1790434478001	0		
EC1792028469001	0		
EC1791172175001	0		
EC1792151686001	0		
EC0992510404001	0		
EC0992631015001	0		
EC1791105567001	0		
EC0992467967001	0		
EC1792214416001	0		
EC0992614102001	0		
EC1791863216001	0		
EC1791867041001	0		
EC0992573449001	2	Mr Alexis Paul Gordillo Granda, Mr Christian Rafael Gordillo Granda	EC, EC
EC1790892565001	0		
EC0991421343001	0		
EC0990808171001	0		
EC0992474750001	0		
EC0992494131001	0		
EC0992587482001	0		
EC0190348679001	0		
EC0992642262001	0	Mr Jose Daniel Contreras Villegas, Mr Jose Lenin Contreras Diaz, Mr Luis Ferdo Contreras Villegas, Mrs Maria Jose Contreras Villegas, Villegas Ronquillo Narcisa De Jesus	EC, EC, EC, EC, EC
EC0992331283001	0	Mr Eduardo Alvarez Diez Gabriel, Mr Jorge Ricardo Appenzauser Ruperti, Mr Ramon Bartolome Ferdez Avellaneda	EC, EC, EC
EC0992229047001	0		
EC1792194830001	0		
EC1792028140001	0		
EC1791840690001	0		
EC1791434749001	773	At&T Global Network Enterprises Llc, At&T Global Network Holdings Llc, At&T Global Network Services Group Llc	US, US, US
EC0992648856001	0		
EC0991441093001	0		
EC0992490241001	0		
EC0991298223001	0		
EC0991170111001	0		
EC0990197555001	0		
EC0992108185001	0		
EC1790979229001	0		
EC0991314318001	0		
EC0992715294001	2	Mrs Karla Ferda Lalama Gonzalez, Rodriguez Ramirez Dover	EC, EC
EC1792047021001	485	Mr Eduardo Guzman Barros, Pearson Educacion De Chile Limitada	CL, CL
EC0992730544001	0		
EC0992784857001	0		
EC0992534982001	0		
EC1792573408001	0		
EC1791843568001	0		
EC1791231139001	3	Inversiones Sanchez Polo S A, Transportes Sanchez Polo S A	CO, CO
EC2290320774001	0		
EC1791925556001	0		
EC0992512369001	0		
EC0992800550001	0		
EC1791898265001	0		
EC1792283493001	0		
EC0992731710001	0		
EC0992669217001	0		
EC1792282241001	0		
EC0992655275001	0	Mr Alex Enrique Martinez Espinoza, Mr Luis Roberto Martinez Espinoza	EC, EC
EC1791273028001	0		
EC1791329317001	0		
EC1791824970001	0		
EC0991337326001	317	Sas Shipping Agencies Services Sarl, United Agencies Limited Sa	LU, CH
EC1891744672001	0		
EC1792286174001	0		
EC1792353246001	0		
EC1391746105001	0		
EC0992412739001	0		
EC0990387745001	0		
EC1191719820001	0		
EC1791414225001	0		
EC0992282096001	0	Mr Aurelio Xavier Prieto Barriga, Mr Pablo Ferdo Prieto Barriga, Mr Ricardo Prieto Barriga	EC, EC, EC
EC2191701146001	0		
EC0992502169001	0		
EC1791290119001	0	Mr Alvaro Esteban Sevilla Garzon, Mr Cesar Edison Zumarraga Ramirez, Mr Juan Bernardo Tobar Carrion, Mr Oscar Javier Vela Descalzo, Solucorptb Asesoria Corporativa Cia Ltda	EC, EC, EC, EC, EC
EC1791279034001	0		
EC0991415858001	3	Ecuasmyt S.A., Smytsa Servicios Maritimos Y Transportes Limitada	EC, CL
EC1891720072001	0		
EC1791741684001	0		
EC1790011674001	596	International Business Machines Corp	US
EC0992346043001	0		
EC0992403020001	0		
EC0992688262001	0		
EC2290315428001	0		
EC0992671149001	0		
EC1792119057001	0		
EC0992303913001	0		
EC0992117656001	0		
EC1791822080001	824	Bureau Veritas Sa	FR
EC0992786205001	0		
EC0190140008001	4	Brizway Sociedad Anonima, Mr Frank Luis Ortiz Veintimilla	UY, EC
EC1792312647001	0		
EC0991235396001	0		
EC1791857054001	2	Mr Manuel Ferdo Guerra Cordova, Mrs Ayala Lopez Lola Bolivia, Mrs Valeria Ferda Guerra Ayala	EC, EC, EC
EC0992614781001	0		
EC1792048699001	0		
EC2191723050001	0		
EC0992579846001	0		
EC1791956451001	3	Mr Roberto Damone Abbruzzese Domingo, Mrs Maria Valeria Lopez Reyes	EC, EC
EC0992126981001	0		
EC1791332458001	0		
EC0992713313001	0		
EC0992692928001	0		
EC0992682981001	0		
EC0992714581001	0		
EC1792330173001	0		
EC1792082692001	0		
EC0990751528001	2	Mr Eduardo Orellana Auad Xavier, Mr Otto Xavier Orellana Gonzalez	
EC0990725225001	0		
EC1791767365001	0		
EC0992381175001	0		
EC1790677133001	0		
EC1791309618001	0	Mrs Andrea Anette Ammeter Morante, Mrs Roxana Gertrud Ammeter Morante	CH, PE
EC1790697754001	0		
EC1792205522001	0		
EC1792463661001	0		
EC1792128455001	0		
EC1792491053001	0		
EC1790376338001	2	Doral Development S.A., Empronorte Overseas Inc. Ltd., Fortaltriun S.A.	PA, GB, EC
EC1792423171001	0		
EC0991421297001	0		
EC1791856031001	0		
EC1792039258001	0		
EC1792145244001	0		
EC1791890043001	0		
EC1790021963001	0		
EC1792086051001	0		
EC1791882539001	0		
EC0990668558001	3	Mr Francisco Jose Rizzo Reyes, Mr Her Rizzo Reyes Andres, Mrs Maria Jose Rizzo Reyes De Mussfeldt	EC, EC, EC
EC0992585498001	0		
EC1792273242001	0		
EC1792033241001	0		
EC1790778827001	0		
EC1891743706001	0		
EC0992352361001	0		
EC1790972453001	0		
EC0992746556001	0		
EC0991323724001	0	Mr Werner Pellehn Denkmann	DE
EC1792282942001	0		
EC0992198966001	0		
EC0992457198001	0		
EC0992833009001	0		
EC1792279038001	0		
EC0992551607001	0		
EC0992667702001	0		
EC1792283795001	0		
EC1791870891001	0		
EC0992184876001	2	Mr Eduardo Obando Bozza Miguel, Mrs Isabel Maria Vergara Carchi	EC, EC
EC1792218225001	0		
EC1792187370001	0		
EC1792444861001	0		
EC1791842588001	0		
EC1792355036001	0		
EC0992265930001	0		
EC1790614808001	0		
EC0190145840001	0	C.A. Ecuatoriana De Ceramica, Ceramica Rialto Sa, Keramikos S.A.	EC, EC, EC
EC0992584130001	2	Mr Cristian Paul Guzhnay Zurita, Mr Julio Andres Guzhnay Zurita	EC, EC
EC1792326583001	0		
EC1791349938001	0		
EC1792421772001	2	Mr Carlos Israel Bustin Sosa, Solutel S.A.	UY, UY
EC1792493226001	0		
EC0992524545001	0		
EC1792433436001	0		
EC0992680695001	0		
EC1190090503001	0		
EC0992474394001	0		
EC0990853037001	0		
EC0992778814001	0		
EC1791711513001	2	Mr Ferdo Montesinos Garzon Klever, Mr Homero Caiza Ona Kleber	EC, EC
EC1792086949001	0		
EC0992679840001	0		
EC0990039399001	0		
EC0990923094001	0		
EC1790837246001	0		
EC1791301307001	0		
EC1792119308001	0		
EC1792226996001	0		
EC1791242785001	0		
EC1792001730001	0		
EC0992815191001	0		
EC1090072370001	0		
EC0992780320001	0		
EC0992679956001	0		
EC0991323058001	2	Fideicomiso Mercantil Producargo Cfn, Mr Emilio Pena Valle Miguel	EC, EC
EC1792369398001	0		
EC1792242886001	0		
EC0391013357001	0		
EC0992643323001	0		
EC0990582505001	0		
EC0992447524001	0	Fusgal Trading S.A., North Park Avenue Investment Company Llc, Upper Hudson Investment Company Llc, Upper New York Investment Company Llc	UY, US, US, US
EC1791315715001	0		
EC1792095492001	0		
EC1792195314001	0		
EC1790240487001	0		
EC0992667435001	0		
