code	city	company_name	main_activity	operating_revenue	total_assets	revenue_range
EC0990779295001	GUAYAQUIL	CREACIONAL SA	Manufacturing	15178	0	14951
EC1791710576001	QUITO	CREACIONES DAP S.A.	Services	2793	0	1752
EC0990442991001	DURAN	CRIMASA CRIADERO DE MARISCOS S.A.	Services	10899	5740	5118
EC0990021279001	GUAYAQUIL	CRISTALERIA DEL ECUADOR S.A. (CRIDESA)	Manufacturing	67417	77597	43674
EC0992473274001	GUAYAQUIL	CRISTALTECH S.A.	Manufacturing	11878	0	5118
EC0992682981001	MANTA	CROPILETTO S.A.	Manufacturing	847	0	600
EC1791045661001	QUITO	CRUZ DEL SUR CRUSUR CIA. LTDA.	Manufacturing	1193	0	600
EC1791729625001	PIFO	CUEVA NEVAREZ & ASOCIADOS CIA. LTDA.	Services	3265	0	1752
EC1791795288001	QUITO	CUSIMANO IMPORT CIA. LTDA	Services	1075	0	600
EC1791938046001	QUITO	DAIHAUTO S.A.	Manufacturing	1296	0	600
EC0992715294001	GUAYAQUIL	DALACHI S.A.	Wholesale	969	0	600
EC0992105305001	GUAYAQUIL	DAMCO ECUADOR S.A.	Manufacturing	1170	0	600
EC1791288777001	QUITO	DANIELCOM EQUIPMENT SUPPLY S.A	Services	12297	14344	5118
EC0992616431001	GUAYAQUIL	DAPRIS FASHION S.A.	Wholesale	1888	0	1752
EC1791295129001	QUITO	DDRI URIBES Y ASOCIADOS CIA. LTDA.	Manufacturing	693	0	600
EC1791767365001	QUITO	DE AVILA INDUSTRIAS Y COMERCIO CIA. LTDA	Manufacturing	843	0	600
EC1792505178001	QUITO	DECCOULSAN S.A.	Services	1677	0	600
EC1792202728001	QUITO	DECORTELAS CIA. LTDA.	Wholesale	1886	0	1752
EC1790992748001	QUITO	DECORTINAS DECORACION Y CORTINAS CIA. LTDA.	Services	1449	0	600
EC1791812255001	QUITO	DEKORANDO CABINAS PARA BANO CIA. LTDA	Services	1491	0	600
EC0991265414001	SAMBORONDON	DELCORP SA	Manufacturing	45486	43217	43674
EC1791282833001	QUITO	DELIPAN S.A.	Manufacturing	1290	0	600
EC1792408865001	QUITO	DELTATECHSOL INGENIERIA C.A.	Wholesale	619	0	600
EC1791302958001	QUITO	DEPORTES Y RECREACION FICCHUR CIA. LTDA.	Retail	8421	0	5118
EC1792014808001	QUITO	DESCASERV ECUADOR S.A.	Services	26695	0	14951
EC0992231092001	MILAGRO	DEVIES CORP S.A.	Retail	63960	13207	43674
EC1791878280001	QUITO	DEXICORP S.A.	Services	6092	40712	5118
EC1791334477001	QUITO	DHL GLOBAL FORWARDING (ECUADOR) S.A.	Services	2370	0	1752
EC1790334791001	QUITO	DICHEM DEL ECUADOR S.A.	Manufacturing	6510	6928	5118
EC1790819515001	QUITO	DILIPA, DISTRIBUIDORA DE LIBROS Y PAPELERIA C.LTDA.	Wholesale	30221	14745	14951
EC1791711513001	QUITO	DINARTIVO CIA. LTDA.	Services	737	0	600
EC1790283380001	QUITO	DINERS CLUB DEL ECUADOR	Services	280326	1595519	127579
EC1792376882001	QUITO	DINUSA S.A.	Services	9984	0	5118
EC1390060757001	QUITO	DIPAC MANTA S.A.	Wholesale	69979	36312	43674
EC1790967999001	QUITO	DISCOS Y CASETS DISCASETS S.A.	Manufacturing	1314	0	600
EC0990529477001	GUAYAQUIL	DISELMAQ CIA LTDA	Wholesale	1846	0	1752
EC30161LE	GUAYAQUIL	DISMEDSA S.A.	Services	56073	79768	43674
EC2190000349001	NUEVA LOJA	DISOR DISTRIBUIDORES DEL ORIENTE CIA. LTDA.	Retail	11796	0	5118
EC1191717011001	CARIAMANGA	DISTRIBUIDORA CARRASCO - DAVILA CIA. LTDA.	Services	2357	0	1752
EC0990500967001	GUAYAQUIL	DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION SAN EDUARDO C LTDA	Manufacturing	698	0	600
EC0790079493001	MACHALA	DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION Y ELECTRICOS SANIELEC C. LTDA	Services	1065	0	600
EC1191739511001	VILCABAMBA VICTORIA	DISTRIBUIDORA DELGADO DISDEL CIA. LTDA.	Wholesale	650	0	600
EC1791241738001	QUITO	DISTRIBUIDORA DEPORTIVA DIDE S.A.	Services	7062	0	5118
EC0990858322001	GUAYAQUIL	DISTRIBUIDORA FARMACEUTICA ECUATORIANA DIFARE S.A.	Wholesale	640498	251676	372678
EC0990789061001	GUAYAQUIL	DISTRIBUIDORA IMPORTADORA DIPOR S.A.	Wholesale	343122	74896	127579
EC1792361087001	QUITO	DISTRICOYOSA C.A.	Wholesale	638	0	600
EC1792279038001	QUITO	DISTRIMAC S.A.	Services	782	0	600
EC0991284214001	GUAYAQUIL	DITECA S.A.	Wholesale; Services	47092	63533	43674
EC1090106453001	IBARRA	DIVALLE CIA. LTDA.	Services	3423	0	1752
EC0990319723001	GUAYAQUIL	DOLMEN S.A.	Services	4287	17682	1752
EC0990886326001	GUAYAQUIL	DOMALE S.A	Services	12713	0	5118
EC1791956451001	QUITO	DONNATERRA S.A.	Manufacturing	856	0	600
EC0991295186001	GUAYAQUIL	DONUT HOUSE S.A.	Services	2083	0	1752
EC0992474904001	GUAYAQUIL	DREAMSPOWER S.A.	Services	3328	0	1752
EC0991352333001	GUAYAQUIL	DSV-GL ECUADOR S.A.	Services	2521	0	1752
EC0990856583001	GUAYAQUIL	DUPOCSA PROTECTORES QUIMICOS PARA EL CAMPO S.A.	Manufacturing	20843	20143	14951
EC1792433436001	QUITO	DUSTLAND MEDIA CIA. LTDA.	Services	745	0	600
EC0992486740001	GUAYAQUIL	DYLEYNG S.A.	Services	3150	0	1752
EC0992815191001	GUAYAQUIL	DYSOLTEXA S.A.	Services	730	0	600
EC1792254256001	QUITO	DYSTARECUADOR CIA. LTDA.	Manufacturing	1394	0	600
EC1792559359001	QUITO	EBM ECUADOR S.A.	Manufacturing	686	0	600
EC0992339012001	GUAYAQUIL	ECOENVASES C. LTDA.	Manufacturing	1234	0	600
EC1391775946001	MONTECRISTI	ECOFIBRA ASOCIADOS S.A. ECOFIBRASOC	Manufacturing	1265	0	600
EC0992434996001	SAMBORONDON	ECONOTRANS ECUADOR S.A.	Manufacturing	1262	0	600
EC0992692928001	GUAYAQUIL	ECOPROM S.A.	Manufacturing	850	0	600
EC1792339375001	QUITO	ECOSONIDO CIA. LTDA.	Services	1409	0	600
EC0992252146001	GUAYAQUIL	ECUADOR BROADCAST CORPORATION S.A. EBCA	Services	1938	0	1752
EC1792282241001	QUITO	ECUADOR INTERNATIONAL FOOD FRANCHISES S.A. FOODFRAN	Wholesale	938	0	600
EC1391775083001	QUITO	ECUADOR TAX COMPANY CIA. LTDA.	Services	1037	0	600
EC1790007227001	QUITO	ECUADORIAN TOURS AGENCIA DE VIAJES Y TURISMO SA	Services	2955	0	1752
EC0991302298001	GUAYAQUIL	ECUAESTIBAS S.A.	Services	8162	0	5118
EC0990494878001	GUAYAQUIL	ECUAIMCO S.A.	Wholesale	27387	18006	14951
EC1792283795001	QUITO	ECUAKIMIPOL S.A.	Services	781	0	600
EC0991421343001	GUAYAQUIL	ECUALIQUIDOS S.A.	Services	1008	0	600
EC1792467721001	GUAYAQUIL	ECUAMINING MINERAL S.A.	Wholesale	620	0	600
EC0990360995001	GUAYAQUIL	ECUANAVE C.A.	Services	8509	9063	5118
EC0990018707001	GUAYAQUIL	ECUAQUIMICA ECUATORIANA DE PRODUCTOS QUIMICOS CA	Services	2694	0	1752
EC1792053471001	QUITO	ECUATORIANA DE CONVERSION ECUACONVERSION S.A.	Wholesale	631	0	600
EC1790143007001	GUAYAQUIL	ECUATORIANA DE GRANOS S.A.	Services	23606	29108	14951
EC1790827356001	QUITO	ECUATORIANA DE LENTES ELENS S.A.	Wholesale	6277	0	5118
EC30030LE	QUITO	ECUATORIANA DE SANITARIOS S.A. EDESA	Manufacturing	31227	49784	14951
EC1791909690001	QUITO	ECUATORIANA DE SERVICIOS INMOBILIARIA Y CONSTRUCCIONES ESEICO S.A.	Services	36242	38160	14951
EC1792444861001	QUITO	EDITORES DE DIARIOS LOCALES EDITDILO S.A.	Services	768	0	600
EC0992658835001	GUAYAQUIL	EDUBEY S.A.	Services	3117	0	1752
EC0992833971001	GUAYAQUIL	ELECTRICA DEL ECUADOR S.A. ELECTRIECU	Wholesale	606	0	600
EC0992667435001	GUAYAQUIL	ELECTRIFILT S. A. ELECTRICOS Y FILTROS	Manufacturing	707	0	600
EC1792291410001	QUITO	ELECTRONA MODULAR CIA. LTDA.	Manufacturing	1235	0	600
EC0991243844001	GUAYAQUIL	ELECTRONICA SIGLO XXI ELECTROSIGLO S. A.	Wholesale	73361	29422	43674
EC1791769708001	QUITO	ELI LILLY INTERAMERICA INC.	Services	1728	0	600
EC0992655275001	GUAYAQUIL	EMPACADORA CRUSTAMAR S.A. ''EMPACRUSA''	Wholesale	933	0	600
EC1790012158001	QUITO	EMPRESA DURINI INDUSTRIA DE MADERA C.A.	Manufacturing	68600	39003	43674
EC1090051721001	IBARRA	EMPRESA ELECTRICA REGIONAL NORTE SA EMELNORTE	Services	1617	0	600
EC1790163067001	QUITO	EMPRESA NACIONAL DE OXIGENO ENOX S.A.	Manufacturing	1162	0	600
EC1791142136001	GUAYAQUIL	EMPRESA PESQUERA ECUATORIANA S.A. EMPESEC	Manufacturing	1327	0	600
EC1791860829001	SANTO DOMINGO	EMPRESA PROVEEDORA DE MOTORES EMPROMOTOR CIA. LTDA.	Retail; Services	15474	6341	14951
EC1768153530001	QUITO	EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR - EP PETROECUADOR	Manufacturing	9284455	9661557	3180127
EC1792214394001	QUITO	EMPREVENECU S.A.	Manufacturing	5949	0	5118
EC1792113091001	QUITO	ENELOJOFILMS CIA. LTDA.	Manufacturing	1335	0	600
EC1391738986001	SAMBORONDON	ENERGY & PALMA ENERGY PALMA S.A.	Services	12639	108624	5118
EC0992706899001	GUAYAQUIL	ENERTECNO S.A.	Manufacturing	5919	0	5118
EC1792242886001	SANGOLQUI	ENPRINTOFFSET CIA. LTDA.	Manufacturing	720	0	600
EC1791715411001	RIOBAMBA	ENTERSYSTEMS LATINOAMERICANA DE COMPUTADORAS&SISTEMAS CIA. LTDA.	Wholesale	3512	0	1752
EC0992577088001	GUAYAQUIL	ENTREDIENTES CATERING SERVICE S.A.	Manufacturing	1170	0	600
EC0992447524001	GUAYAQUIL	ENTRETENIMIENTO DEL PACIFICO S.A. ENTREPASA	Manufacturing	713	0	600
EC0990041105001	GUAYAQUIL, GUAYAS	ENVASES DEL LITORAL S.A.	Manufacturing	65442	116012	43674
EC1792512409001	QUITO	EPSODECUA CIA. LTDA.	Services	2417	0	1752
EC1791317939001	QUITO	EQUIGRUPO S.A.	Manufacturing; Wholesale	4395	0	1752
EC1791334027001	QUITO	EQUIPOS DE VIGILANCIA Y CONTROL EVIGISA S.A.	Services	2538	0	1752
EC1792228808001	ZARUMA	EQUITECHCONS CIA. LTDA.	Wholesale	3507	0	1752
EC1791273486001	QUITO	EQUIVIDA COMPANIA DE SEGUROS Y REASEGUROS SA	Services	80841	57215	43674
EC1790014541001	QUITO	ERICSSON DE ECUADOR C.A.	Services	4119	0	1752
EC0992305525001	GUAYAQUIL	ESCOFFEE S.A.	Wholesale	629	0	600
EC0992463651001	GUAYAQUIL	ESCUELA DE CAPACITACION AUTOMOVILISTICA DEL ECUADOR C. LTDA. ECAUTE	Manufacturing	1220	0	600
EC0990134294001	GUAYAQUIL	ESCULAPIO S.A.	Services	32617	26386	14951
EC0992211237001	GUAYAQUIL	ESLIVE S.A.	Wholesale	6271	18667	5118
EC1792249198001	QUITO	ESTACION DE SERVICIO SANGOLQUI SERVISANGOLQUI CIA. LTDA.	Manufacturing; Wholesale	4878	0	1752
EC1790315576001	QUITO	ESTUDIO JURIDICO DE PROPIEDAD INTELECTUAL JULIO C. GUERRERO B. S.A.	Manufacturing	1251	0	600
EC0990006164001	GUAYAQUIL	ETICA EMPRESA TURISTICA INTERNACIONAL C.A.	Services	55254	60201	43674
EC0990158630001	GUAYAQUIL	ETINAR S.A.	Manufacturing	30854	44090	14951
EC1792467195001	QUITO	EUROBIKE S.A.	Services	1039	0	600
EC1390149219001	MANTA	EUROFISH S.A.	Wholesale	86732	106590	43674
EC1792491053001	QUITO	EUROLIMO SUPPLY EUROSUPPLY S.A.	Manufacturing	827	0	600
EC1791898117001	QUITO	EUROPINTAR DEL ECUADOR CIA. LTDA.	Wholesale	634	0	600
EC0990209898001	GUAYAQUIL	EXOFRUT S.A.	Manufacturing	17240	20917	14951
EC1791825292001	QUITO	EXPEDITIONTOURS S.A.	Services	1703	0	600
EC1792082692001	QUITO	EXPERIENCIAS WUNDERMAN S.A.	Manufacturing	844	0	600
EC1792431565001	QUITO	EXPLORACIONES MINERAS ANDINAS ECUADOR EMSAEC S.A.	Services	7582	0	5118
EC1791250966001	QUITO	EXPOEVENTOS EXEV CIA. LTDA.	Services	5313	0	5118
EC0990637679001	GUAYAQUIL	EXPORTADORA DE ALIMENTOS S. A.	Manufacturing; Wholesale	282953	66993	127579
EC0992429860001	GUAYAQUIL	EXPOTUNA S.A.	Manufacturing	685	0	600
EC1792171946001	QUITO	EXPRESSGRILL CIA. LTDA.	Services	2266	0	1752
EC1790300404001	MONTECRISTI	EXTRACTORA AGRICOLA RIO MANSO EXA S.A.	Manufacturing	73420	29747	43674
EC1791774728001	QUITO	EY ADDVALUE ASESORES CIA. LTDA.	Wholesale	602	0	600
EC1791242327001	QUITO	FABRIDOR FABRICATO DEL ECUADOR S.A.	Services	2202	0	1752
EC0992551607001	GUAYAQUIL	FABRIKMODULOS S.A.	Services	782	0	600
EC1792187370001	QUITO	FADTEXTIL S.A.	Services	770	0	600
EC0991363041001	GUAYAQUIL	FARBEM S.A.	Services	23159	0	14951
EC0992382929001	MILAGRO	FARGEN S.A.	Services	2304	0	1752
EC1791984722001	QUITO	FARMAENLACE CIA. LTDA.	Wholesale	256323	88527	127579
EC0991288945001	GUAYAQUIL	FELVENZA S.A.	Services	1992	0	1752
EC1791401344001	QUITO	FERMAGRI S.A.	Wholesale	29033	16168	14951
EC0992696087001	DAULE	FERREGAMA S.A.	Services	2269	0	1752
EC0992256230001	GUAYAQUIL	FERREMUNDO S.A.	Retail	76496	51505	43674
EC1792573408001	QUITO	FERRERE ABOGADOS ECUADOR FEREC S.A.	Wholesale	961	0	600
EC1891748848001	NUEVA LOJA	FERRETERIA AMBATO FERAMBATO CIA. LTDA.	Services	3075	0	1752
EC1792090121001	MACHACHI	FERRETERIA EL CARACOL FERRECARACOL CIA. LTDA.	Services	2806	0	1752
EC1792113415001	QUITO	FERRETERIA ORBEA -FERREORB- CIA. LTDA.	Services	2244	0	1752
EC0591705555001	LATACUNGA	FERRETOL CIA. LTDA.	Manufacturing	1255	0	600
EC0992687266001	GENERAL ANTONIO ELIZALDE BUCAY	FERRIZARATE S.A.	Wholesale	609	0	600
EC1790030008001	QUITO	FERRO TORRE S.A.	Manufacturing; Wholesale	32453	31651	14951
EC1792043034001	QUITO	FERTILIZANTES Y AGROQUIMICOS EUROPEOS EUROFERT S.A.	Services	12137	11560	5118
EC1790021963001	QUITO	FIBERGLAS INDUSTRIAL Y COMERCIAL C LTDA	Services	819	0	600
EC0992346701001	QUITO	FIDERAM S.A.	Services	19377	0	14951
EC2191723050001	PUERTO EL CARMEN DE PUTUMAYO	FIGUEROA & BUNAY CONSTRUCCIONES Y SERVICIOS CIA. LTDA.	Manufacturing	858	0	600
EC0991440429001	GUAYAQUIL	FIGURETTI S.A.	Services	5199	7429	5118
EC1792076749001	QUITO	FILMEIKERS S.A.	Services	1749	0	600
EC53533	GUAYAQUIL	FINANCIERA DE LA REPUBLICA SA	Wholesale	1843	26253	1752
EC0992642262001	GUAYAQUIL	FIRESKY S.A.	Wholesale	1000	0	600
EC1790004147001	QUITO	FIRMESA INDUSTRIAL CIA. LTDA.	Services	12558	11473	5118
EC0990008647001	GUAYAQUIL	FISA FUNDICIONES INDUSTRIALES S.A.	Manufacturing	37719	72337	14951
EC0992717432001	GUAYAQUIL	FJ SERVINDUSTRIA CIA. LTDA.	Services	2248	0	1752
EC1090067563001	IBARRA	FLORALP S.A.	Manufacturing	29779	17955	14951
EC0992799048001	GUAYAQUIL	FLUSSO S.A.S.	Wholesale	668	0	600
EC0992308427001	GUAYAQUIL	FONTAINE S.A.	Wholesale	654	0	600
EC1790979229001	QUITO	FORMA INDUSTRIA DE MUEBLES FORMADEL CIA. LTDA.	Wholesale	973	0	600
EC0992490241001	GUAYAQUIL	FRANCIO S.A.	Wholesale	980	0	600
EC1791935608001	QUITO	FRESH LOGISTICS CARGA CIA. LTDA.	Manufacturing	684	0	600
EC0992606274001	GUAYAQUIL	FRESH MARKET S.A. FRESHMARKET	Wholesale	648	0	600
EC0992353260001	GUAYAQUIL	FRUTA BAR S.A. BARFRUIT	Services	1091	0	600
EC0791702496001	MACHALA	FRUTA RICA FRUTARIC S.A.	Services	1768	0	1752
EC1791860055001	QUITO	FRUTERA DEL LITORAL CIA. LTDA.	Retail	35925	23016	14951
EC0791725828001	SAMBORONDON	FRUTIBONI S.A.	Services	12660	0	5118
EC0990183899001	GUAYAQUIL	FUROIANI OBRAS Y PROYECTOS S.A.	Services	39805	53482	14951
EC1792349087001	QUITO	FUTBOL FACTORY FUTFACT CIA. LTDA.	Services	1515	0	600
EC1791435788001	QUITO	G ADVENTURES S.A. GADSADOR	Manufacturing	674	0	600
EC0992448334001	PUERTO AYORA	GALAPACIFIC S.A.	Services	2652	0	1752
EC0992573449001	PUERTO AYORA	GALAPAGOS MARITIME AGENTS GALAGENTS S.A.	Services	1011	0	600
EC0992689536001	GUAYAQUIL	GALARZA MOTORS COMPANY GALARZAMOTORS S.A.	Manufacturing; Wholesale	4441	0	1752
EC0991463275001	GUAYAQUIL	GALARZAUTO S.A.	Services	1585	0	600
EC0991076395001	GUAYAQUIL	GALASCUBA S.A.	Services	2267	0	1752
EC1792368383001	QUITO	GALILEOENERGY S.A.	Services	1032	0	600
EC2190003844001	NUEVA LOJA	GALINDO JOHNSON REPRESENTACIONES CIA. LTDA.	Services	4186	0	1752
EC1790457567001	QUITO	GALO G. ORBEA O. C LTDA	Manufacturing	1352	0	600
EC0992381167001	GUAYAQUIL	GALO SALAZAR MURILLO & ASOCIADOS S.A.	Wholesale	633	0	600
EC0991332227001	GUAYAQUIL	GAMAQUIMICA S.A.	Wholesale	657	0	600
EC0992600888001	GUAYAQUIL	GATEIMPORT S.A.	Manufacturing	1381	0	600
EC0990064733001	GUAYAQUIL	GENERALI ECUADOR, COMPANIA DE SEGUROS SA	Services	33155	38940	14951
EC1792055415001	QUITO	GENPETROSERV GENERAL PETROLEOS Y SERVICIOS S.A.	Services	1041	0	600
EC1792212669001	QUITO	GEODIS GLOBAL SOLUTIONS ARGENTINA S.A.	Services	1109	0	600
EC1790842436001	QUITO	GEORAMA S.A.	Services	2265	0	1752
EC1790892565001	QUITO	GEP SERVICIOS Y CONSTRUCCIONES S.A.	Services	1010	0	600
EC0992628642001	GUAYAQUIL	GERENTEAM S.A.	Wholesale	615	0	600
EC1791272609001	QUITO	GESTORINCSA S.A.	Wholesale	3580	0	1752
EC0992557168001	GUAYAQUIL	GHIBERTY S.A.	Services	2369	0	1752
EC0992741597001	GUAYAQUIL	GIBELAR S.A.	Services	2055	0	1752
EC0992189665001	ELOY ALFARO	GILAMLEG C.A.	Manufacturing	1221	0	600
EC0992457198001	GUAYAQUIL	GIPSOFLEX S.A.	Services	789	0	600
EC0991295437001	GUAYAQUIL	GISIS S.A	Manufacturing	244265	155854	127579
EC1190090503001	LOJA	GLASSVIT VIDRIO TEMPLADO CIA. LTDA.	Services	742	0	600
EC0991458050001	GUAYAQUIL	GLOBAL INTERACTIONS S.A. GLOBINTER	Services	2332	0	1752
EC54341	GUAYAQUIL	GLOBAL SOCIEDAD FINANCIERA SA	Services	2074	25625	1752
EC1790749274001	QUITO	GLOBAL'S DISTRIBUIDOR C LTDA	Manufacturing	682	0	600
EC1791730534001	GUAYAQUIL	GLOBALENVIOS S.A	Manufacturing	671	0	600
EC0992662360001	SAMBORONDON	GOLDEN VALUE COMPANY S.A. GOVALUE	Wholesale	6156	0	5118
EC1792075696001	QUITO	GOODYEAR INTERNATIONAL CORPORATION	Manufacturing	692	0	600
EC1791954513001	QUITO	GRAND CIRCLE ECUADOR GCT C. LTDA.	Manufacturing	700	0	600
EC0991327258001	GUAYAQUIL	GREENANDES ECUADOR S.A.	Manufacturing	1274	0	600
EC0992429364001	GUAYAQUIL	GRIFINE S.A.	Wholesale	14439	18796	5118
EC0992540591001	GUAYAQUIL	GRUPO IMAR S.A. GRUPIMARSA	Wholesale	11640	5555	5118
EC0992838957001	GUAYAQUIL	GRUPO MSA S.A.	Wholesale	3494	0	1752
EC1790811905001	QUITO	GUANGUILQUI AGROPECUARIA INDUSTRIAL S.A. GUAISA	Services	1131	0	600
EC0992614838001	GUAYAQUIL	GUAYAQUIL CHANG JIANG SHOES S.A.	Services	1530	0	600
EC0992306564001	GUAYAQUIL	GUSNOBE S.A.	Services	1490	0	600
EC1790580113001	QUITO	H.O.V. HOTELERA QUITO SA	Services	19207	44105	14951
EC1790528782001	QUITO	HALLIBURTON LATIN AMERICA S.R.L.	Services	4104	0	1752
EC1791264118001	QUITO	HERBALIFE DEL ECUADOR S.A.	Wholesale	668	0	600
EC0992614781001	GUAYAQUIL	HERBCON S.A.	Manufacturing	859	0	600
EC1792330173001	QUITO	HERNANDEZ TORRES DISENO Y CONSTRUCCION CIA. LTDA.	Manufacturing	846	0	600
EC1792164583001	QUITO	HIDALGO & BAQUERO CONSTRUCCIONES CIA. LTDA.	Services	10405	0	5118
EC0991295542001	GUAYAQUIL	HISPANA DE SEGUROS SA	Services	22787	29921	14951
EC0992410787001	GUAYAQUIL	HISPANIGRAND S.A.	Wholesale	6335	0	5118
EC1791301307001	QUITO	HOGARINCORP CIA. LTDA.	Services	732	0	600
EC0991383808001	GUAYAQUIL	HOLCIM ECUADOR S.A.	Manufacturing; Wholesale	557757	689296	372678
EC0992510404001	GUAYAQUIL	HOLDAGUAS S.A.	Services	1025	0	600
EC0992724919001	GUAYAQUIL	HOLDING TONICORP S.A.	Manufacturing	374963	278306	372678
EC0591719084001	LATACUNGA	HOLGUER MEDINA EL MAESTRO FERRETERIA CIA. LTDA.	Services	2985	0	1752
EC1791900618001	GUAYAQUIL	HOMELINE CIA. LTDA	Services	1137	0	600
EC1191744574001	LOJA	HORMIGONERA LOJA HORMILOJA CIA. LTDA.	Services	1129	0	600
EC0990267278001	GUAYAQUIL	HOTEL BOULEVARD (ELBOULEVARD) S.A.	Services	4194	16659	1752
EC1790033287001	QUITO	HOTEL COLON INTERNACIONAL C.A.	Services	41958	81388	14951
EC1791435354001	QUITO	HPI HUMAN PERSPECTIVES INTERNATIONAL CIA. LTDA.	Wholesale	1627	0	600
EC1791739116001	QUITO	HTM HIGH TECH MANUFACTURING CIA. LTDA	Services	1738	0	600
EC0990879540001	GUAYAQUIL	HUAMANSSUR C.A	Manufacturing	703	0	600
EC1790011674001	QUITO	IBM DEL ECUADOR C.A.	Manufacturing	900	0	600
EC1791836952001	QUITO	ICAP DEL ECUADOR S.A	Services	2542	0	1752
EC0992504544001	QUITO	ILEDNYM S.A.	Services	3112	0	1752
EC0992477369001	GUAYAQUIL	ILYXCORP S.A.	Manufacturing	1177	0	600
EC0992467967001	GUAYAQUIL	IMANCORPORATE S.A.	Services	1018	0	600
EC1090077135001	IBARRA	IMBAUTO S.A.	Retail; Services	66827	36743	43674
EC1792479339001	QUITO	IMBERLUMBER DEL ECUADOR CIA. LTDA	Services	1489	0	600
EC0992273283001	GUAYAQUIL	IMPORPOINT S.A.	Services	6918	20022	5118
EC1792287316001	QUITO	IMPORTADORA AUTOMOTRIZ MARISCAL CHAVEZ CIA. LTDA.	Manufacturing	697	0	600
EC0992781505001	GUAYAQUIL	IMPORTADORA COMERCIAL LEON S.A. IMCOMLEOSA	Services	2936	0	1752
EC0992287500001	GUAYAQUIL	IMPORTADORA COMERCIAL MAXIMA S.A. IMPORMAXIMA	Services	1474	0	600
EC1790608840001	QUITO	IMPORTADORA COMERCIAL OCHOA S.A. ICO INTERNACIONAL	Wholesale	1824	0	1752
EC1792134501001	QUITO	IMPORTADORA DE MATERIALES Y SERVICIOS PETROLEROS IMSPETRO S.A.	Manufacturing	669	0	600
EC1792418607001	QUITO	IMPORTADORA DISTRIAL CIA. LTDA.	Services	1083	0	600
EC0992783265001	GUAYAQUIL	IMPORTADORA FERRETERIA MOLINA S.A. IMFERMOSA	Services	2896	0	1752
EC0991098127001	GUAYAQUIL	IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE SOCIEDAD ANONIMA	Wholesale	38639	40727	14951
EC1391746377001	QUEVEDO	IMPORTADORA MADOBA S.A.	Services	2000	0	1752
EC0992287497001	GUAYAQUIL	IMPORTADORA MONTERO S.A. IMPORMONTERO	Manufacturing	1178	0	600
EC0992817372001	GUAYAQUIL	IMPORTADORA NAR-CAS S.A. IMPNARCAS	Manufacturing	685	0	600
EC0190140008001	CUENCA	IMPORTADORA SAYAM DE COMERCIO S.A.	Manufacturing	870	0	600
EC1792171709001	QUITO	IMPORTADORA TRAILER REPUESTOS S.A. IMPORTRAILER	Services	5636	0	5118
EC1790183750001	QUITO	IMPORTADORA VEGA S.A.	Wholesale; Retail	37732	22606	14951
EC1792270693001	QUITO	IMPORTADORA VINOTERRA S.A.	Manufacturing	1395	0	600
EC0990012253001	GUAYAQUIL	IMPORTADORA Y EXPORTADORA CARMIRANDA S.A.	Wholesale	610	0	600
EC1792119057001	QUITO	IMPORTADORA Y EXPORTADORA ORIENTAL GRAN DRAGON GRANORIENTAL CIA. LTDA.	Manufacturing	879	0	600
EC0992641010001	GUAYAQUIL	IMPORTVIPSA S.A.	Manufacturing	696	0	600
EC0992440694001	GUAYAQUIL	IMRELEVSA IMPORTADORA DE REPUESTOS ELECTRONICOS VELASCO S.A.	Services	6626	0	5118
EC0992355581001	GUAYAQUIL	IMTELSA S.A.	Services	2265	0	1752
EC0992247932001	GUAYAQUIL	INARPI S.A.	Services	16968	0	14951
EC1792394805001	QUITO	INBUSERETP S.A.	Services	2657	0	1752
EC1890138507001	AMBATO	INCUBADORA ANDINA INCUBANDINA S.A.	Services	18453	18661	14951
EC1792208270001	QUITO	INDEPENDENT ENERGY SERVICES ECUADOR IES S.A.	Services	1114	0	600
EC1792119308001	QUITO	INDEXPUBS S.A.	Services	732	0	600
EC0992785306001	GUAYAQUIL	INDUASERTIVA S.A.	Services	3175	0	1752
EC0990014094001	GUAYAQUIL	INDUAUTO S.A.	Wholesale	88403	49202	43674
EC0990562210001	ELOY ALFARO	INDUPESCA SA	Wholesale	660	0	600
EC1792133270001	QUITO	INDUSTRIA COMERCIAL PLASTICA MENDIETA CARRILLO CIA. LTDA.	Services	1412	0	600
EC0992643323001	MILAGRO	INDUSTRIA DE TORNO Y FUNDICION AVILA S.A. INDETFUNA	Manufacturing	716	0	600
EC0990562091001	GUAYAQUIL	INDUSTRIA ECUATORIANA DE CABLES INCABLE S.A.	Manufacturing	68152	43448	43674
EC1190049406001	LOJA	INDUSTRIA LOJANA DE ESPECERIAS ILE C.A.	Manufacturing; Wholesale	25015	31346	14951
EC1790014444001	QUITO	INDUSTRIA PLASTICA SA INPLASA	Wholesale	1826	0	1752
EC0991170111001	GUAYAQUIL	INDUSTRIA REPROCESADORA DE PLASTICOS INREPLAST S.A.	Wholesale	976	0	600
EC1790040968001	QUITO	INDUSTRIAL DANEC SA	Wholesale	1622	0	600
